tensor([[11, 11, 13,  ..., 12, 11,  9],
        [17, 11, 13,  ..., 11, 11, 10]])
torch.Size([2, 1000])
Epoch: 0, Training Loss: 0.6753786392509937, Accuracy: 0.59
Epoch: 0, Validation Loss: 0.6523575484752655, Accuracy: 0.6675
Epoch: 1, Training Loss: 0.6357799433171749, Accuracy: 0.676875
Epoch: 1, Validation Loss: 0.607068195939064, Accuracy: 0.7125
Epoch: 2, Training Loss: 0.5863723158836365, Accuracy: 0.6975
Epoch: 2, Validation Loss: 0.5556305050849915, Accuracy: 0.715
Epoch: 3, Training Loss: 0.538178350776434, Accuracy: 0.72625
Epoch: 3, Validation Loss: 0.5124798566102982, Accuracy: 0.74
Epoch: 4, Training Loss: 0.4973425753414631, Accuracy: 0.7575
Epoch: 4, Validation Loss: 0.4851943999528885, Accuracy: 0.75
Epoch: 5, Training Loss: 0.4611663240939379, Accuracy: 0.78
Epoch: 5, Validation Loss: 0.4621438533067703, Accuracy: 0.78
Epoch: 6, Training Loss: 0.42665105126798153, Accuracy: 0.814375
Epoch: 6, Validation Loss: 0.4394097179174423, Accuracy: 0.795
Epoch: 7, Training Loss: 0.38951242342591286, Accuracy: 0.83625
Epoch: 7, Validation Loss: 0.4197356402873993, Accuracy: 0.8025
Epoch: 8, Training Loss: 0.35315556079149246, Accuracy: 0.86
Epoch: 8, Validation Loss: 0.3981689214706421, Accuracy: 0.83
Epoch: 9, Training Loss: 0.32020707428455353, Accuracy: 0.874375
Epoch: 9, Validation Loss: 0.37632744014263153, Accuracy: 0.8425
Epoch: 10, Training Loss: 0.28464288637042046, Accuracy: 0.895
Epoch: 10, Validation Loss: 0.3636882081627846, Accuracy: 0.8375
Epoch: 11, Training Loss: 0.2579003646969795, Accuracy: 0.909375
Epoch: 11, Validation Loss: 0.3366522267460823, Accuracy: 0.86
Epoch: 12, Training Loss: 0.22701830323785543, Accuracy: 0.923125
Epoch: 12, Validation Loss: 0.31619544327259064, Accuracy: 0.86
Epoch: 13, Training Loss: 0.20169203076511621, Accuracy: 0.93875
Epoch: 13, Validation Loss: 0.312080055475235, Accuracy: 0.8675
Epoch: 14, Training Loss: 0.18064916227012873, Accuracy: 0.945
Epoch: 14, Validation Loss: 0.2942194566130638, Accuracy: 0.875
Epoch: 15, Training Loss: 0.1608717953786254, Accuracy: 0.9575
Epoch: 15, Validation Loss: 0.29000774025917053, Accuracy: 0.8725
Epoch: 16, Training Loss: 0.14343878906220198, Accuracy: 0.963125
Epoch: 16, Validation Loss: 0.28213629126548767, Accuracy: 0.8775
Epoch: 17, Training Loss: 0.1285737929865718, Accuracy: 0.969375
Epoch: 17, Validation Loss: 0.2749796286225319, Accuracy: 0.8775
Epoch: 18, Training Loss: 0.11440297495573759, Accuracy: 0.974375
Epoch: 18, Validation Loss: 0.27215632051229477, Accuracy: 0.87
Epoch: 19, Training Loss: 0.10328433196991682, Accuracy: 0.978125
Epoch: 19, Validation Loss: 0.2658798508346081, Accuracy: 0.8825
Epoch: 20, Training Loss: 0.09257426601834595, Accuracy: 0.981875
Epoch: 20, Validation Loss: 0.27289821207523346, Accuracy: 0.8875
Epoch: 21, Training Loss: 0.08344532223418355, Accuracy: 0.985
Epoch: 21, Validation Loss: 0.25820915028452873, Accuracy: 0.9
Epoch: 22, Training Loss: 0.07395563158206642, Accuracy: 0.988125
Epoch: 22, Validation Loss: 0.2635791338980198, Accuracy: 0.89
Epoch: 23, Training Loss: 0.0685979351401329, Accuracy: 0.98875
Epoch: 23, Validation Loss: 0.2590976171195507, Accuracy: 0.8925
Epoch: 24, Training Loss: 0.06100100674666464, Accuracy: 0.99125
Epoch: 24, Validation Loss: 0.2621462792158127, Accuracy: 0.89
Epoch: 25, Training Loss: 0.055620725033804774, Accuracy: 0.994375
Epoch: 25, Validation Loss: 0.26861974969506264, Accuracy: 0.895
Epoch: 26, Training Loss: 0.04944621829781681, Accuracy: 0.99625
Epoch: 26, Validation Loss: 0.26209423691034317, Accuracy: 0.895
Epoch: 27, Training Loss: 0.04586124781053513, Accuracy: 0.995
Epoch: 27, Validation Loss: 0.26248300448060036, Accuracy: 0.8975
Epoch: 28, Training Loss: 0.040821926668286324, Accuracy: 0.9975
Epoch: 28, Validation Loss: 0.2632864713668823, Accuracy: 0.8925
Epoch: 29, Training Loss: 0.03791142674162984, Accuracy: 0.99875
Epoch: 29, Validation Loss: 0.26050445437431335, Accuracy: 0.895
